Timecode,BlendShapeCount,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileRight,mouthSmileLeft,mouthFrownRight,mouthFrownLeft,mouthDimpleRight,mouthDimpleLeft,mouthStretchRight,mouthStretchLeft,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressRight,mouthPressLeft,mouthLowerDownRight,mouthLowerDownLeft,mouthUpperUpRight,mouthUpperUpLeft,browDownRight,browDownLeft,browInnerUp,browOuterUpRight,browOuterUpLeft,cheekPuff,cheekSquintRight,cheekSquintLeft,noseSneerRight,noseSneerLeft,tongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
100:44:50:39.953,61,0.0983225554,0.3911724985,0.1106982231,0.0000000000,0.0000000000,0.0502844043,0.0000000000,0.0980785489,0.3918526173,0.0080500301,0.0000000000,0.0000000000,0.0502815172,0.0000000000,0.0839699358,0.0000000000,0.0106928116,0.0797182247,0.0797182247,0.0756940246,0.1165675670,0.0215494409,0.0000000000,0.0153521579,0.0027526442,0.0000000000,0.0000000000,0.0863616318,0.0886049569,0.1461512446,0.1493832618,0.1531279385,0.0609973222,0.1342569292,0.1789305955,0.0971456170,0.0869231895,0.0978527814,0.0902366042,0.0460115373,0.0418803021,0.0361619815,0.0357958078,0.1016891003,0.0000000000,0.0000000000,0.0665347502,0.0670218840,0.0593892634,0.1040040031,0.1063334197,0.0002722817,0.0239335876,0.3355608284,-0.0137009835,-0.0048939814,0.2393686771,-0.0005885470,0.0672995895,0.2388624251,0.0080792205
100:44:50:40.954,61,0.0982233360,0.3912363350,0.1111316234,0.0000000000,0.0000000000,0.0502426550,0.0000000000,0.0979816243,0.3919236362,0.0076138889,0.0000000000,0.0000000000,0.0502397195,0.0000000000,0.0839183852,0.0000000000,0.0108489068,0.0798255950,0.0798255950,0.0756803378,0.1166252121,0.0213132743,0.0000000000,0.0153268920,0.0026862805,0.0000000000,0.0000000000,0.0862362757,0.0885094255,0.1460388303,0.1494297981,0.1529533118,0.0609555319,0.1340888143,0.1788259596,0.0969720185,0.0867828652,0.0978444293,0.0902647674,0.0459576175,0.0418616757,0.0362711325,0.0359062105,0.1016256139,0.0000000000,0.0000000000,0.0664530173,0.0669739321,0.0593573451,0.1039307714,0.1062819585,0.0003223268,0.0244816449,0.3349029422,-0.0134143094,-0.0046288236,0.2394120991,-0.0005567610,0.0675629675,0.2389007211,0.0081121773
100:44:50:41.954,61,0.0981275961,0.3911399245,0.1108635515,0.0000000000,0.0000000000,0.0501355194,0.0000000000,0.0978880078,0.3918225467,0.0078885928,0.0000000000,0.0000000000,0.0501325540,0.0000000000,0.0841147974,0.0000000000,0.0110207172,0.0800410807,0.0800410807,0.0757133812,0.1168735921,0.0211017225,0.0000000000,0.0139757609,0.0020198638,0.0000000000,0.0000000000,0.0861135870,0.0884117633,0.1460455656,0.1495910436,0.1530359834,0.0610119998,0.1341233402,0.1789728701,0.0968920439,0.0867278501,0.0978323743,0.0902666301,0.0459299907,0.0418592095,0.0361605398,0.0357969292,0.1016423553,0.0000000000,0.0000000000,0.0665139630,0.0669035316,0.0593022890,0.1038317829,0.1062097549,0.0003354633,0.0246536192,0.3339394927,-0.0130599514,-0.0047958400,0.2393503636,-0.0005767000,0.0674001500,0.2388422638,0.0080906134
100:44:50:42.955,61,0.0980486944,0.3908495307,0.1105553210,0.0000000000,0.0000000000,0.0500542633,0.0000000000,0.0978103131,0.3915265203,0.0081853941,0.0000000000,0.0000000000,0.0500512086,0.0000000000,0.0842980295,0.0000000000,0.0113202427,0.0801844075,0.0801844075,0.0758179873,0.1172557101,0.0208812952,0.0000000000,0.0118570942,0.0003334405,0.0000000000,0.0000000000,0.0859088078,0.0882206559,0.1460607946,0.1497844756,0.1530716121,0.0609734803,0.1343572289,0.1794418693,0.0968714058,0.0867262110,0.0976995975,0.0901779681,0.0459810607,0.0419212952,0.0363523588,0.0359897912,0.1015661731,0.0000000000,0.0000000000,0.0667184740,0.0668703765,0.0592530966,0.1038602442,0.1062485278,0.0002794841,0.0254659522,0.3333856165,-0.0131122824,-0.0049763154,0.2391694635,-0.0005979456,0.0672132447,0.2386654764,0.0080621317
100:44:50:43.956,61,0.0978286490,0.3906524479,0.1105427518,0.0000000000,0.0000000000,0.0500027128,0.0000000000,0.0975925550,0.3913288116,0.0081930906,0.0000000000,0.0000000000,0.0499995500,0.0000000000,0.0843940675,0.0000000000,0.0116413580,0.0803466514,0.0803466514,0.0758221969,0.1178223565,0.0204971116,0.0000000000,0.0103583969,0.0000000000,0.0000000000,0.0007984764,0.0856135860,0.0879635289,0.1458598673,0.1498376429,0.1531911790,0.0609271787,0.1346110702,0.1799184233,0.0969084948,0.0867917687,0.0974906906,0.0900195315,0.0459807180,0.0419525057,0.0368162207,0.0364564471,0.1014070362,0.0000000000,0.0000000000,0.0669376031,0.0668291971,0.0592234395,0.1038899869,0.1063116640,0.0002281059,0.0254968870,0.3330043852,-0.0129724862,-0.0049810186,0.2390487045,-0.0005982056,0.0672059134,0.2385451496,0.0080571482
100:44:50:44.956,61,0.0977991596,0.3907847404,0.1104764864,0.0000000000,0.0000000000,0.0499728583,0.0000000000,0.0975648835,0.3914605379,0.0082345055,0.0000000000,0.0000000000,0.0499696396,0.0000000000,0.0844827145,0.0000000000,0.0119234137,0.0804585889,0.0804585889,0.0757918060,0.1181424335,0.0203877036,0.0000000000,0.0097691165,0.0000000000,0.0000000000,0.0015415438,0.0854089335,0.0877807215,0.1457677186,0.1499256939,0.1531958729,0.0608663000,0.1348337531,0.1803098023,0.0968951657,0.0867825225,0.0973574817,0.0898995921,0.0460203998,0.0419945903,0.0372714289,0.0369114950,0.1012572125,0.0000000000,0.0000000000,0.0669625998,0.0668512955,0.0592329912,0.1040277556,0.1064503640,0.0001912180,0.0257551968,0.3339477777,-0.0136700226,-0.0050061811,0.2391291559,-0.0006014319,0.0671654046,0.2386260331,0.0080550453
100:44:50:45.957,61,0.0977225676,0.3904481232,0.1104425862,0.0000000000,0.0000000000,0.0500200503,0.0000000000,0.0974913538,0.3911225498,0.0082497019,0.0000000000,0.0000000000,0.0500167497,0.0000000000,0.0843809471,0.0000000000,0.0121112885,0.0805021375,0.0805021375,0.0758938715,0.1181960404,0.0201609824,0.0000000000,0.0093885139,0.0000000000,0.0000000000,0.0019343616,0.0851851925,0.0875435919,0.1458094418,0.1500664055,0.1528253257,0.0606686324,0.1347477287,0.1805651784,0.0966014192,0.0865280926,0.0971417651,0.0897652730,0.0460878871,0.0420805700,0.0380007811,0.0376490019,0.1010326967,0.0000000000,0.0000000000,0.0667948946,0.0667968318,0.0591772571,0.1041226536,0.1065569147,0.0001869325,0.0260477085,0.3348432779,-0.0139341224,-0.0050154617,0.2389227003,-0.0006020216,0.0671453625,0.2384205312,0.0080456380
100:44:50:46.958,61,0.0978696123,0.3899893165,0.1103976443,0.0000000000,0.0000000000,0.0501190014,0.0000000000,0.0976393968,0.3906621933,0.0082886480,0.0000000000,0.0000000000,0.0501156263,0.0000000000,0.0843022093,0.0000000000,0.0120273679,0.0807458386,0.0807458386,0.0760763586,0.1181392595,0.0198583174,0.0000000000,0.0094095701,0.0000000000,0.0000000000,0.0016465392,0.0851602778,0.0874849334,0.1459285915,0.1501191854,0.1527093947,0.0606360883,0.1344731748,0.1806834936,0.0962514207,0.0862300247,0.0970372632,0.0897299424,0.0461477786,0.0421735272,0.0382827409,0.0379341058,0.1009926945,0.0000000000,0.0000000000,0.0664464533,0.0667725131,0.0591650084,0.1040554345,0.1065166220,0.0002018826,0.0251834765,0.3354969919,-0.0140632950,-0.0050391941,0.2386414409,-0.0006041516,0.0671187863,0.2381404489,0.0080329124
100:44:50:47.958,61,0.0979785100,0.3899528384,0.1103186086,0.0000000000,0.0000000000,0.0501063690,0.0000000000,0.0977508128,0.3906243443,0.0083676139,0.0000000000,0.0000000000,0.0501030125,0.0000000000,0.0843795091,0.0000000000,0.0118716070,0.0810214803,0.0810214803,0.0764437243,0.1182622612,0.0197223332,0.0000000000,0.0092420727,0.0000000000,0.0000000000,0.0016745788,0.0851166770,0.0874006003,0.1462006569,0.1502766162,0.1524988860,0.0606199987,0.1342234015,0.1808469743,0.0959435701,0.0859712437,0.0970812663,0.0898087621,0.0462314449,0.0422786847,0.0381677486,0.0378207341,0.1010488123,0.0000000000,0.0000000000,0.0662796274,0.0667348430,0.0591389649,0.1039777696,0.1064507812,0.0002170866,0.0251208451,0.3360058665,-0.0144166173,-0.0050872071,0.2386183143,-0.0006098483,0.0670707971,0.2381183058,0.0080264118
100:44:50:48.959,61,0.0981533155,0.3897252977,0.1076136231,0.0000000000,0.0000000000,0.0501175374,0.0000000000,0.0979279727,0.3903515339,0.0110201202,0.0000000000,0.0000000000,0.0501142479,0.0000000000,0.0844973028,0.0000000000,0.0116647938,0.0811975822,0.0811975822,0.0767648444,0.1181969270,0.0198587049,0.0000000000,0.0092235999,0.0000000000,0.0000000000,0.0017419204,0.0852451846,0.0874499157,0.1466872990,0.1505616903,0.1523789167,0.0606113933,0.1342347413,0.1813275814,0.0957772061,0.0858179182,0.0970707759,0.0898052752,0.0464388952,0.0424616486,0.0383851528,0.0380393676,0.1010028943,0.0000000000,0.0000000000,0.0660624728,0.0667392164,0.0591398440,0.1040828824,0.1065307558,0.0002215266,0.0245619100,0.3358362913,-0.0144471209,-0.0066998806,0.2384512722,-0.0008026072,0.0654266104,0.2379837483,0.0078250365
100:44:50:49.959,61,0.0983474478,0.3905985951,0.1069753543,0.0000000000,0.0000000000,0.0501355901,0.0000000000,0.0981243178,0.3912156522,0.0116632152,0.0000000000,0.0000000000,0.0501323231,0.0000000000,0.0844544992,0.0000000000,0.0115122171,0.0812790692,0.0812790692,0.0767778531,0.1180467531,0.0199317988,0.0000000000,0.0095036821,0.0000000000,0.0000000000,0.0014020968,0.0853185654,0.0874445140,0.1469191760,0.1505858302,0.1523719430,0.0605096370,0.1343934685,0.1817949563,0.0956294835,0.0857064873,0.0969067886,0.0896649212,0.0466040224,0.0426056087,0.0390426256,0.0386972241,0.1008471400,0.0000000000,0.0000000000,0.0657264218,0.0667714849,0.0591742806,0.1042057872,0.1066479981,0.0002132789,0.0231323838,0.3373281956,-0.0148870563,-0.0070907138,0.2389790714,-0.0008513252,0.0650371611,0.2385180146,0.0077960566
100:44:50:50.960,61,0.0984825939,0.3911328912,0.1068351641,0.0000000000,0.0000000000,0.0501613691,0.0000000000,0.0982607529,0.3917485774,0.0118165938,0.0000000000,0.0000000000,0.0501581244,0.0000000000,0.0845612288,0.0000000000,0.0113554457,0.0812989697,0.0812989697,0.0765752569,0.1178137958,0.0199184753,0.0000000000,0.0096913613,0.0000000000,0.0000000000,0.0011927048,0.0854951069,0.0875847787,0.1470934451,0.1506476253,0.1526613086,0.0605573654,0.1346956939,0.1821077615,0.0956980363,0.0858033225,0.0968047231,0.0895573422,0.0466527008,0.0426488779,0.0397339463,0.0393903814,0.1006334648,0.0000000000,0.0000000000,0.0655423179,0.0667992756,0.0592168756,0.1042366698,0.1066830158,0.0001916730,0.0231095813,0.3372866809,-0.0154985199,-0.0071838656,0.2393045723,-0.0008636955,0.0649510846,0.2388445288,0.0077964915
100:44:50:51.961,61,0.0982245952,0.3913048208,0.1064248756,0.0000000000,0.0000000000,0.0501303375,0.0000000000,0.0980023667,0.3919214904,0.0121912444,0.0000000000,0.0000000000,0.0501271077,0.0000000000,0.0846596882,0.0000000000,0.0112692565,0.0813391581,0.0813391581,0.0763232484,0.1175839007,0.0199283231,0.0000000000,0.0102362297,0.0000000000,0.0000000000,0.0007515468,0.0857271925,0.0878010541,0.1471590847,0.1506451815,0.1531421542,0.0606624335,0.1350965202,0.1824822426,0.0958720818,0.0859668553,0.0967215002,0.0894537047,0.0467533208,0.0427244529,0.0403477512,0.0400040634,0.1004511937,0.0000000000,0.0000000000,0.0653503984,0.0669012070,0.0593173541,0.1044135392,0.1068417728,0.0001815582,0.0223464202,0.3377487361,-0.0151907327,-0.0074116020,0.2394101322,-0.0008914727,0.0647013709,0.2389501780,0.0077699632
100:44:50:52.961,61,0.0978057906,0.3918998241,0.1062918305,0.0000000000,0.0000000000,0.0500300080,0.0000000000,0.0975853056,0.3925153315,0.0123417741,0.0000000000,0.0000000000,0.0500268936,0.0000000000,0.0846222267,0.0000000000,0.0110554807,0.0813691691,0.0813691691,0.0761189535,0.1173688099,0.0201440416,0.0000000000,0.0108635658,0.0000000000,0.0000000000,0.0003340736,0.0858117491,0.0878436118,0.1471573412,0.1505081356,0.1533366442,0.0606773943,0.1351667345,0.1824640930,0.0957894400,0.0858916044,0.0966654047,0.0893637091,0.0467705205,0.0427212529,0.0404538065,0.0401097499,0.1003671661,0.0000000000,0.0000000000,0.0650770217,0.0668697581,0.0593183190,0.1044464111,0.1068498939,0.0001577787,0.0223464202,0.3377487361,-0.0151907327,-0.0075030080,0.2397728711,-0.0009038475,0.0646195412,0.2393137515,0.0077720494
100:44:50:53.962,61,0.0974645168,0.3926780820,0.1059947833,0.0000000000,0.0000000000,0.0499076992,0.0000000000,0.0972470343,0.3932896852,0.0126693863,0.0000000000,0.0000000000,0.0499046855,0.0000000000,0.0846448541,0.0000000000,0.0108625367,0.0815514103,0.0815514103,0.0759890378,0.1172162071,0.0201534852,0.0000000000,0.0110765630,0.0000000000,0.0000000000,0.0001258331,0.0858840495,0.0878796950,0.1472533196,0.1504954398,0.1536227465,0.0607594065,0.1351332963,0.1824023277,0.0956417620,0.0857843012,0.0966544151,0.0893530324,0.0467806794,0.0427349210,0.0405142680,0.0401724502,0.1003384665,0.0000000000,0.0000000000,0.0648269057,0.0668359250,0.0593258590,0.1045051366,0.1069019362,0.0001712842,0.0223972499,0.3367063701,-0.0147314034,-0.0077020274,0.2402458340,-0.0009296705,0.0644377321,0.2397894263,0.0077657197
100:44:50:54.963,61,0.0973634198,0.3930139244,0.1058905497,0.0000000000,0.0000000000,0.0498393588,0.0000000000,0.0971485376,0.3936243653,0.0128059126,0.0000000000,0.0000000000,0.0498364642,0.0000000000,0.0847727135,0.0000000000,0.0106549021,0.0818454474,0.0818454474,0.0760505870,0.1171473712,0.0202590488,0.0000000000,0.0112608625,0.0000257120,0.0000000000,0.0000000000,0.0859648585,0.0879267305,0.1475685388,0.1506683826,0.1538067609,0.0608953871,0.1349563301,0.1822505891,0.0954553410,0.0856388360,0.0968662053,0.0895337537,0.0467879698,0.0427391082,0.0403161906,0.0399753116,0.1004381925,0.0000000000,0.0000000000,0.0646015480,0.0668876469,0.0594009608,0.1045693904,0.1069637313,0.0002672641,0.0219093934,0.3366938233,-0.0141735217,-0.0077849613,0.2404502332,-0.0009404884,0.0643738136,0.2399946749,0.0077647180
100:44:50:55.963,61,0.0975501388,0.3936865926,0.1071588993,0.0000000000,0.0000000000,0.0497710779,0.0000000000,0.0973388851,0.3943194747,0.0115406308,0.0000000000,0.0000000000,0.0497683249,0.0000000000,0.0848371163,0.0000000000,0.0103921462,0.0819728300,0.0819728300,0.0761261433,0.1171168238,0.0203839373,0.0000000000,0.0111360252,0.0000000000,0.0000000000,0.0000252998,0.0859335288,0.0878699571,0.1478823423,0.1508140266,0.1536995173,0.0609054491,0.1347805560,0.1820463687,0.0952610075,0.0855007395,0.0970289484,0.0896679014,0.0467492603,0.0427246280,0.0401622765,0.0398219079,0.1004804820,0.0000000000,0.0000000000,0.0645447522,0.0668640956,0.0594163500,0.1045766100,0.1069974974,0.0002921188,0.0216691736,0.3366553485,-0.0133024026,-0.0070156506,0.2408750504,-0.0008490605,0.0651438236,0.2404034287,0.0078711724
100:44:50:56.964,61,0.0978162438,0.3939723074,0.1075128764,0.0000000000,0.0000000000,0.0497389324,0.0000000000,0.0976066962,0.3946115971,0.0111743817,0.0000000000,0.0000000000,0.0497362874,0.0000000000,0.0849435180,0.0000000000,0.0101431496,0.0821673125,0.0821673125,0.0762570053,0.1170533299,0.0204514656,0.0000000000,0.0110874511,0.0000712082,0.0000000000,0.0000000000,0.0859292969,0.0878447369,0.1481575668,0.1509147733,0.1536076814,0.0609837286,0.1344904304,0.1817241907,0.0950372294,0.0853227824,0.0972744823,0.0898874551,0.0467220247,0.0427135564,0.0399354510,0.0395946577,0.1005783975,0.0000000000,0.0000000000,0.0644287392,0.0668890029,0.0594587028,0.1046063304,0.1070516035,0.0002913712,0.0225018319,0.3361903429,-0.0129864253,-0.0067929570,0.2410536408,-0.0008227243,0.0653585494,0.2405773252,0.0079029053
100:44:50:57.964,61,0.0979519710,0.3940854967,0.1073204502,0.0000000000,0.0000000000,0.0497367084,0.0000000000,0.0977446809,0.3947218657,0.0113752270,0.0000000000,0.0000000000,0.0497341342,0.0000000000,0.0849914253,0.0000000000,0.0100442758,0.0823227093,0.0823227093,0.0762948543,0.1170090809,0.0206310041,0.0000000000,0.0112522580,0.0001631295,0.0000000000,0.0000000000,0.0859247372,0.0878141150,0.1483197361,0.1509634554,0.1536117345,0.0610283203,0.1343567818,0.1815410554,0.0948731676,0.0851881132,0.0974323079,0.0900114402,0.0467219241,0.0427025184,0.0398244821,0.0394834578,0.1006304547,0.0000000000,0.0000000000,0.0642637163,0.0669643208,0.0595249608,0.1046918705,0.1071158424,0.0002923000,0.0234963130,0.3357543349,-0.0125379553,-0.0069150329,0.2411209345,-0.0008377457,0.0652413592,0.2406467199,0.0078910254
100:44:50:58.965,61,0.0982726365,0.3946268260,0.1077020392,0.0000000000,0.0000000000,0.0496961623,0.0000000000,0.0980674028,0.3952704370,0.0110128997,0.0000000000,0.0000000000,0.0496936552,0.0000000000,0.0852268636,0.0000000000,0.0099151237,0.0824628845,0.0824628845,0.0763194636,0.1170110926,0.0208466426,0.0000000000,0.0110646812,0.0000000000,0.0000000000,0.0001379885,0.0860365629,0.0878863260,0.1485695541,0.1510573328,0.1540049464,0.0611562654,0.1346835345,0.1819606423,0.0949229971,0.0852593258,0.0974285677,0.0899600312,0.0468491614,0.0427936502,0.0396925770,0.0393511057,0.1006985307,0.0000000000,0.0000000000,0.0642625168,0.0670380592,0.0595837086,0.1048245728,0.1072274745,0.0002281400,0.0239868928,0.3353515565,-0.0122628016,-0.0066946819,0.2414560765,-0.0008121887,0.0654724613,0.2409766614,0.0079299593
100:44:50:59.966,61,0.0991143882,0.3945708275,0.1078684852,0.0000000000,0.0000000000,0.0496685617,0.0000000000,0.0989200771,0.3952171504,0.0108405314,0.0000000000,0.0000000000,0.0496661663,0.0000000000,0.0858079717,0.0000000000,0.0095683308,0.0828293562,0.0828293562,0.0766124427,0.1172463894,0.0208448283,0.0000000000,0.0109256413,0.0000000000,0.0000000000,0.0001340294,0.0863472521,0.0881745890,0.1487144530,0.1510221660,0.1545457393,0.0616240762,0.1347429603,0.1820545942,0.0952266529,0.0855787843,0.0978318155,0.0902969763,0.0468911417,0.0428316407,0.0394064449,0.0390689410,0.1008639410,0.0000000000,0.0000000000,0.0644879341,0.0671176985,0.0596840419,0.1047283858,0.1071685478,0.0002183750,0.0238377061,0.3353710771,-0.0123345293,-0.0065899091,0.2414235771,-0.0007993690,0.0655737445,0.2409422249,0.0079410896
100:44:51:00.966,61,0.0995302424,0.3937652409,0.1077711806,0.0000000000,0.0000000000,0.0497791506,0.0000000000,0.0993390009,0.3944084644,0.0109241530,0.0000000000,0.0000000000,0.0497766882,0.0000000000,0.0862461925,0.0000000000,0.0095268292,0.0832634792,0.0832634792,0.0766292512,0.1173399761,0.0207446869,0.0000000000,0.0107315602,0.0000000000,0.0000000000,0.0002256446,0.0865386873,0.0883614942,0.1487988383,0.1510337591,0.1553777456,0.0620632246,0.1347479820,0.1819664389,0.0953152403,0.0857114792,0.0980782881,0.0905158669,0.0468282960,0.0427587815,0.0392919965,0.0389574692,0.1009466499,0.0000000000,0.0000000000,0.0644839108,0.0672268420,0.0597672127,0.1045846045,0.1070097089,0.0002293592,0.0229597539,0.3347964585,-0.0124608437,-0.0066408743,0.2409295142,-0.0008038868,0.0655158982,0.2404504418,0.0079177283
100:44:51:01.967,61,0.0996491984,0.3922399879,0.1077370644,0.0000000000,0.0000000000,0.0499226488,0.0000000000,0.0994601399,0.3928800523,0.0109575801,0.0000000000,0.0000000000,0.0499201752,0.0000000000,0.0865400210,0.0000000000,0.0093005253,0.0835117102,0.0835117102,0.0765128583,0.1174863502,0.0205522198,0.0000000000,0.0098831123,0.0000000000,0.0000000000,0.0006039254,0.0866121650,0.0884105340,0.1487107426,0.1507889628,0.1564687192,0.0623807460,0.1349198818,0.1821185946,0.0953832865,0.0858419463,0.0979456753,0.0903970823,0.0467353351,0.0426760018,0.0390608795,0.0387313515,0.1010379940,0.0000000000,0.0000000000,0.0645825267,0.0671852678,0.0597567074,0.1042637527,0.1067069247,0.0002402957,0.0221959800,0.3333493471,-0.0122135663,-0.0066614454,0.2399958819,-0.0008032218,0.0654976144,0.2395190746,0.0078845611
100:44:51:02.967,61,0.1000864133,0.3922417164,0.1083263904,0.0000000000,0.0000000000,0.0500744581,0.0000000000,0.0998951197,0.3928917646,0.0103568761,0.0000000000,0.0000000000,0.0500718728,0.0000000000,0.0869257376,0.0000000000,0.0092947306,0.0837173611,0.0837173611,0.0763762295,0.1176334321,0.0204003286,0.0000000000,0.0093614841,0.0000000000,0.0000000000,0.0009061594,0.0867743418,0.0885800570,0.1485609412,0.1505737752,0.1583342999,0.0627659783,0.1353183687,0.1824488193,0.0957031846,0.0861811787,0.0978822112,0.0903085396,0.0467091389,0.0426423252,0.0393882841,0.0390600264,0.1009905040,0.0000000000,0.0000000000,0.0647644252,0.0672700852,0.0598167665,0.1041126624,0.1065838709,0.0002817780,0.0216742195,0.3326727450,-0.0117887184,-0.0062962580,0.2400031388,-0.0007592113,0.0658558831,0.2395192385,0.0079277279
100:44:51:03.968,61,0.1012975127,0.3921467066,0.1087888777,0.0000000000,0.0000000000,0.0501182824,0.0000000000,0.1010816023,0.3928043544,0.0098734563,0.0000000000,0.0000000000,0.0501156300,0.0000000000,0.0877908692,0.0000000000,0.0092439363,0.0839231461,0.0839231461,0.0765939131,0.1179787219,0.0202271268,0.0000000000,0.0092888810,0.0000000000,0.0000000000,0.0008490942,0.0871192738,0.0889678076,0.1484766454,0.1504842937,0.1591689736,0.0632802546,0.1356028020,0.1827511191,0.0965420827,0.0868033767,0.0982396007,0.0906126052,0.0467495769,0.0426802337,0.0392187349,0.0388914682,0.1011520252,0.0000000000,0.0000000000,0.0652964264,0.0673915371,0.0599131472,0.1039351001,0.1064536422,0.0003200395,0.0225040130,0.3316045105,-0.0116880098,-0.0060023847,0.2399498224,-0.0007236130,0.0661372021,0.2394604683,0.0079596434
100:44:51:04.969,61,0.1018208712,0.3927670717,0.1097431928,0.0000000000,0.0000000000,0.0501040183,0.0000000000,0.1015982628,0.3934418857,0.0088982675,0.0000000000,0.0000000000,0.0501011573,0.0000000000,0.0879014507,0.0000000000,0.0093553634,0.0839025751,0.0839025751,0.0766348690,0.1180660501,0.0200440269,0.0000000000,0.0093475105,0.0000000000,0.0000000000,0.0006534366,0.0871695131,0.0890450552,0.1483748704,0.1503968537,0.1593115032,0.0633295625,0.1357688755,0.1829940379,0.0967197642,0.0869496837,0.0981952697,0.0905679166,0.0468299761,0.0427568369,0.0392125435,0.0388827361,0.1012038141,0.0000000000,0.0000000000,0.0653852299,0.0674468428,0.0599277280,0.1039856449,0.1065041795,0.0003503509,0.0233463868,0.3312382400,-0.0113495896,-0.0054094521,0.2403393984,-0.0006532012,0.0667163581,0.2398376912,0.0080421688
100:44:51:05.969,61,0.1021470428,0.3931520879,0.1099031493,0.0000000000,0.0000000000,0.0501257293,0.0000000000,0.1019219458,0.3938302398,0.0087514836,0.0000000000,0.0000000000,0.0501225702,0.0000000000,0.0876878127,0.0000000000,0.0095144054,0.0837819725,0.0837819725,0.0765764937,0.1179975718,0.0198419895,0.0000000000,0.0093668029,0.0000000000,0.0000000000,0.0004803119,0.0870208070,0.0889024585,0.1483007371,0.1503528208,0.1588681340,0.0631283745,0.1356725991,0.1829204559,0.0965478867,0.0868118480,0.0980552435,0.0904715285,0.0468245745,0.0427634642,0.0396075435,0.0392756313,0.1010704041,0.0000000000,0.0000000000,0.0652747750,0.0674378723,0.0598755963,0.1040531471,0.1065420955,0.0003819843,0.0245173145,0.3330656290,-0.0115255900,-0.0053201695,0.2405766547,-0.0006430603,0.0668129697,0.2400725633,0.0080617862
100:44:51:06.970,61,0.1035845652,0.3935675621,0.1097803861,0.0000000000,0.0000000000,0.0502272025,0.0000000000,0.1033667624,0.3942443430,0.0088863876,0.0000000000,0.0000000000,0.0502238311,0.0000000000,0.0879169479,0.0000000000,0.0095179137,0.0837987736,0.0837987736,0.0767639130,0.1178113818,0.0196139198,0.0000000000,0.0092633674,0.0000000000,0.0000000000,0.0003226219,0.0872039199,0.0890770257,0.1485935897,0.1505956352,0.1587631702,0.0632465407,0.1356669664,0.1830757558,0.0965830013,0.0868917331,0.0982180834,0.0906598493,0.0469214171,0.0428662300,0.0396378785,0.0393066294,0.1011501923,0.0000000000,0.0000000000,0.0653034896,0.0675657541,0.0599486195,0.1041452959,0.1066245213,0.0003765485,0.0243541375,0.3335721791,-0.0122401733,-0.0054021231,0.2408295870,-0.0006536596,0.0667376667,0.2403264791,0.0080612916
100:44:51:07.971,61,0.1041697711,0.3938300312,0.1099810973,0.0000000000,0.0000000000,0.0502640978,0.0000000000,0.1039523706,0.3945107162,0.0086896094,0.0000000000,0.0000000000,0.0502604730,0.0000000000,0.0879093334,0.0000000000,0.0095653515,0.0839069486,0.0839069486,0.0769515187,0.1177523360,0.0194877721,0.0000000000,0.0094646635,0.0000851722,0.0000000000,0.0000000000,0.0872444734,0.0891012400,0.1487554461,0.1506908983,0.1584376991,0.0632263273,0.1354614943,0.1829593778,0.0964175388,0.0867655724,0.0984096304,0.0908680558,0.0469627865,0.0429021567,0.0395189561,0.0391853116,0.1012475565,0.0000000000,0.0000000000,0.0651361197,0.0676781014,0.0599930435,0.1041887030,0.1066320017,0.0003399726,0.0235922895,0.3336181343,-0.0136820814,-0.0052824644,0.2409923226,-0.0006396169,0.0668592528,0.2404864728,0.0080814175
100:44:51:08.971,61,0.1046444252,0.3939102590,0.1096266508,0.0000000000,0.0000000000,0.0503254123,0.0000000000,0.1044273525,0.3945852518,0.0090344930,0.0000000000,0.0000000000,0.0503216386,0.0000000000,0.0879577845,0.0000000000,0.0095128622,0.0839471072,0.0839471072,0.0768596902,0.1176160127,0.0192643832,0.0000000000,0.0093745589,0.0002698407,0.0000000000,0.0000000000,0.0873669088,0.0892227590,0.1489509046,0.1508334875,0.1584370881,0.0632743016,0.1355136335,0.1829506755,0.0964094773,0.0868099704,0.0984485522,0.0909152031,0.0469415933,0.0428891554,0.0395920463,0.0392595157,0.1012741104,0.0000000000,0.0000000000,0.0650132447,0.0677571520,0.0600459166,0.1042025313,0.1066426784,0.0002969941,0.0228760764,0.3328732252,-0.0151131861,-0.0054921121,0.2410378158,-0.0006651285,0.0666436329,0.2405359447,0.0080570122
