Timecode,BlendShapeCount,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileRight,mouthSmileLeft,mouthFrownRight,mouthFrownLeft,mouthDimpleRight,mouthDimpleLeft,mouthStretchRight,mouthStretchLeft,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressRight,mouthPressLeft,mouthLowerDownRight,mouthLowerDownLeft,mouthUpperUpRight,mouthUpperUpLeft,browDownRight,browDownLeft,browInnerUp,browOuterUpRight,browOuterUpLeft,cheekPuff,cheekSquintRight,cheekSquintLeft,noseSneerRight,noseSneerLeft,tongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
100:44:48:30.874,61,0.1083748043,0.3893541098,0.1067901477,0.0000000000,0.0000000000,0.0507643819,0.0000000000,0.1080518365,0.3899668753,0.0119573493,0.0000000000,0.0000000000,0.0507574454,0.0000000000,0.0882044286,0.0000000000,0.0130742798,0.0818189085,0.0818189010,0.0807624161,0.1139327437,0.0216233823,0.0000000000,0.0198068805,0.0072749858,0.0000000000,0.0000000000,0.0920339003,0.0941635221,0.1485057920,0.1528846473,0.1559573859,0.0642815605,0.1323504150,0.1813873202,0.1006186679,0.0897234380,0.1043034047,0.0960635096,0.0483861491,0.0438265614,0.0451439507,0.0447155386,0.1029573902,0.0000000000,0.0000000000,0.0663183779,0.0692611709,0.0604516044,0.1044608280,0.1064117104,0.0002783768,0.0132786548,0.3311370909,-0.0155195072,-0.0072697541,0.2382161617,-0.0008700085,0.0649265498,0.2377583981,0.0077577638
100:44:48:31.874,61,0.1072188616,0.3886670172,0.1062738225,0.0000000000,0.0000000000,0.0509258173,0.0000000000,0.1068906933,0.3892700076,0.0124627007,0.0000000000,0.0000000000,0.0509190299,0.0000000000,0.0882288069,0.0000000000,0.0127240680,0.0816401243,0.0816401169,0.0801282078,0.1137452722,0.0216747280,0.0000000000,0.0192184243,0.0068163644,0.0000000000,0.0000000000,0.0918241069,0.0939092413,0.1483988017,0.1524957120,0.1562962085,0.0643584803,0.1324374676,0.1810514033,0.1005731747,0.0897235870,0.1039521247,0.0957272649,0.0480958372,0.0435659252,0.0449410789,0.0445105955,0.1027383953,0.0000000000,0.0000000000,0.0665439814,0.0691430718,0.0603942275,0.1042933986,0.1062939167,0.0002547304,0.0147775486,0.3299373686,-0.0165676996,-0.0075771236,0.2377903908,-0.0009051571,0.0646136999,0.2373396456,0.0077066319
100:44:48:32.875,61,0.1066374853,0.3885419071,0.1062131375,0.0000000000,0.0000000000,0.0510208532,0.0000000000,0.1063026488,0.3891435564,0.0125160562,0.0000000000,0.0000000000,0.0510142632,0.0000000000,0.0883485228,0.0000000000,0.0122795589,0.0815885589,0.0815885514,0.0798143670,0.1137488261,0.0217521247,0.0000000000,0.0188896637,0.0066560199,0.0000000000,0.0000000000,0.0916788951,0.0937108248,0.1484761834,0.1522420347,0.1563721150,0.0644381046,0.1324358881,0.1807418466,0.1005133614,0.0897050500,0.1038270071,0.0956053585,0.0479025878,0.0433978736,0.0445174426,0.0440834165,0.1026220843,0.0000000000,0.0000000000,0.0667565390,0.0690878034,0.0603865460,0.1042071357,0.1062419042,0.0002171415,0.0153686637,0.3292762637,-0.0166999176,-0.0076095872,0.2377131432,-0.0009087371,0.0645770058,0.2372633219,0.0076997522
100:44:48:33.875,61,0.1061488837,0.3878629804,0.1065784320,0.0000000000,0.0000000000,0.0510531701,0.0000000000,0.1058127433,0.3884696960,0.0121256746,0.0000000000,0.0000000000,0.0510469154,0.0000000000,0.0884043127,0.0000000000,0.0117518036,0.0812912360,0.0812912360,0.0794508606,0.1138881668,0.0219251495,0.0000000000,0.0184151139,0.0062692706,0.0000000000,0.0000000000,0.0914336443,0.0934103653,0.1484232545,0.1518428475,0.1563324481,0.0643698350,0.1327063292,0.1806301773,0.1006342247,0.0898626894,0.1035485491,0.0953374654,0.0477168374,0.0432432517,0.0439118557,0.0434763990,0.1025420874,0.0000000000,0.0000000000,0.0673024431,0.0689506978,0.0603424869,0.1040934324,0.1062122658,0.0001881457,0.0149459261,0.3296588063,-0.0163696967,-0.0073723607,0.2373015434,-0.0008788685,0.0648001805,0.2368481755,0.0077127330
100:44:48:34.876,61,0.1056291088,0.3870929480,0.1066660285,0.0000000000,0.0000000000,0.0510877557,0.0000000000,0.1052898988,0.3876998425,0.0120159369,0.0000000000,0.0000000000,0.0510817952,0.0000000000,0.0885591060,0.0000000000,0.0113502666,0.0811939240,0.0811939240,0.0789620355,0.1139732823,0.0220512673,0.0000000000,0.0177810472,0.0056433012,0.0000000000,0.0000000000,0.0912520513,0.0931920782,0.1483575255,0.1515248865,0.1567366123,0.0644454509,0.1330675781,0.1806225032,0.1007058471,0.0899511576,0.1032080948,0.0949945524,0.0475260355,0.0430692881,0.0433567353,0.0429194383,0.1024538577,0.0000000000,0.0000000000,0.0675987974,0.0688345358,0.0603059940,0.1039575487,0.1061302423,0.0001351080,0.0153231220,0.3304342628,-0.0168144535,-0.0073057786,0.2368313074,-0.0008691889,0.0648546517,0.2363778055,0.0077037471
100:44:48:35.877,61,0.1049441993,0.3859206736,0.1071987152,0.0000000000,0.0000000000,0.0511482768,0.0000000000,0.1046034843,0.3865344226,0.0114459815,0.0000000000,0.0000000000,0.0511424281,0.0000000000,0.0883996338,0.0000000000,0.0112346439,0.0809307396,0.0809307396,0.0783707500,0.1138948053,0.0219782740,0.0000000000,0.0174612086,0.0052437303,0.0000000000,0.0000000000,0.0909957513,0.0929593518,0.1480622739,0.1512103081,0.1569410414,0.0643329695,0.1334263384,0.1806242019,0.1006678864,0.0899180397,0.1026341766,0.0944556221,0.0473326892,0.0429012403,0.0428579412,0.0424206816,0.1023362949,0.0000000000,0.0000000000,0.0677026138,0.0686581433,0.0601957105,0.1037781611,0.1059874296,0.0001480834,0.0147398831,0.3312082887,-0.0166946463,-0.0069594374,0.2361194938,-0.0008254715,0.0651803687,0.2356611490,0.0077187726
100:44:48:36.877,61,0.1043497100,0.3868558407,0.1086196974,0.0000000000,0.0000000000,0.0510839075,0.0000000000,0.1040113419,0.3874945641,0.0100191273,0.0000000000,0.0000000000,0.0510781445,0.0000000000,0.0881990939,0.0000000000,0.0113442754,0.0806906819,0.0806906819,0.0779653415,0.1137600020,0.0218909662,0.0000000000,0.0172856171,0.0048483554,0.0000000000,0.0000000000,0.0907288343,0.0927225649,0.1480271369,0.1512785554,0.1568413824,0.0640860870,0.1337882727,0.1808718890,0.1005008370,0.0897537023,0.1021265090,0.0940059051,0.0473177396,0.0429092124,0.0426772237,0.0422396995,0.1021388024,0.0000000000,0.0000000000,0.0676704869,0.0685490295,0.0601215363,0.1039339080,0.1061511263,0.0001538840,0.0149991363,0.3312548101,-0.0166086014,-0.0060917325,0.2367062271,-0.0007243632,0.0660428703,0.2362299263,0.0078400401
100:44:48:37.878,61,0.1037288755,0.3874885142,0.1089437008,0.0000000000,0.0000000000,0.0509558506,0.0000000000,0.1033916622,0.3881340623,0.0096799470,0.0000000000,0.0000000000,0.0509502776,0.0000000000,0.0879571512,0.0000000000,0.0113044148,0.0804811269,0.0804811269,0.0775445104,0.1138038114,0.0218022224,0.0000000000,0.0172355399,0.0046907733,0.0000000000,0.0000000000,0.0905549005,0.0925690234,0.1478346288,0.1511124671,0.1570341587,0.0639030039,0.1342821419,0.1812078953,0.1005760357,0.0898027495,0.1016188636,0.0935315341,0.0473161153,0.0429275706,0.0426493436,0.0422116816,0.1019384712,0.0000000000,0.0000000000,0.0677514300,0.0684458762,0.0600771494,0.1041237339,0.1063775718,0.0001733694,0.0155882137,0.3318373859,-0.0162155069,-0.0058854162,0.2370969206,-0.0007009961,0.0662388727,0.2366157472,0.0078762881
100:44:48:38.878,61,0.1030548885,0.3878104985,0.1089010760,0.0000000000,0.0000000000,0.0508645922,0.0000000000,0.1027171984,0.3884558678,0.0097215055,0.0000000000,0.0000000000,0.0508590825,0.0000000000,0.0875903517,0.0000000000,0.0113938022,0.0802330300,0.0802330300,0.0770725533,0.1137939915,0.0217514150,0.0000000000,0.0175726525,0.0048221746,0.0000000000,0.0000000000,0.0903089941,0.0923631117,0.1474461704,0.1508114487,0.1570082456,0.0636607930,0.1345971972,0.1812728196,0.1005988047,0.0897869319,0.1011619344,0.0931003019,0.0472722091,0.0428829007,0.0428572483,0.0424176529,0.1016552374,0.0000000000,0.0000000000,0.0677199513,0.0683896244,0.0600489005,0.1043517739,0.1066074297,0.0001736479,0.0158375502,0.3333444595,-0.0152691454,-0.0059106397,0.2372935265,-0.0007045894,0.0662124231,0.2368124276,0.0078797471
100:44:48:39.879,61,0.1024648026,0.3881143332,0.1091854945,0.0000000000,0.0000000000,0.0508079045,0.0000000000,0.1021282598,0.3887649775,0.0094151907,0.0000000000,0.0000000000,0.0508025326,0.0000000000,0.0872213095,0.0000000000,0.0112245809,0.0800244585,0.0800244585,0.0767506883,0.1137420014,0.0217425581,0.0000000000,0.0182007663,0.0058786790,0.0000000000,0.0000000000,0.0901098847,0.0921678245,0.1470934451,0.1503748000,0.1567461938,0.0634506717,0.1345654279,0.1809080690,0.1004977226,0.0896801054,0.1009123102,0.0928838998,0.0471597202,0.0427818708,0.0429810584,0.0425411053,0.1013986319,0.0000000000,0.0000000000,0.0676180273,0.0682936758,0.0600063168,0.1044188216,0.1066939607,0.0001470696,0.0155782988,0.3339476585,-0.0148843909,-0.0057243579,0.2374823689,-0.0006829315,0.0663848668,0.2369975299,0.0079065179
100:44:48:40.880,61,0.1018510088,0.3878276646,0.1079705134,0.0000000000,0.0000000000,0.0507946834,0.0000000000,0.1015209854,0.3884578049,0.0105826836,0.0000000000,0.0000000000,0.0507893488,0.0000000000,0.0868536308,0.0000000000,0.0114073185,0.0797853693,0.0797853693,0.0766283870,0.1138295904,0.0215292312,0.0000000000,0.0181841943,0.0059544314,0.0000000000,0.0000000000,0.0897372961,0.0918181613,0.1468670666,0.1502527446,0.1562112719,0.0631079525,0.1344966739,0.1807745099,0.1003108546,0.0895004869,0.1006085128,0.0926851407,0.0470940769,0.0427432619,0.0430871099,0.0426518917,0.1011817157,0.0000000000,0.0000000000,0.0676570833,0.0681838766,0.0599259473,0.1045391783,0.1068278328,0.0001761204,0.0151100447,0.3344070911,-0.0146416873,-0.0064342315,0.2372945845,-0.0007670092,0.0656466186,0.2368244082,0.0078127608
100:44:48:41.880,61,0.1014577076,0.3874857724,0.1071295217,0.0000000000,0.0000000000,0.0508110188,0.0000000000,0.1011334956,0.3881014585,0.0113926940,0.0000000000,0.0000000000,0.0508057922,0.0000000000,0.0866216570,0.0000000000,0.0112730470,0.0795389116,0.0795389116,0.0764475688,0.1139143333,0.0215341523,0.0000000000,0.0180876814,0.0060031172,0.0000000000,0.0000000000,0.0895111412,0.0915652514,0.1467729062,0.1500112861,0.1559937447,0.0628705472,0.1347130239,0.1808547527,0.1003050134,0.0895109475,0.1003035828,0.0924350992,0.0470645279,0.0427096114,0.0429760516,0.0425440073,0.1010732502,0.0000000000,0.0000000000,0.0678051710,0.0681606010,0.0599272773,0.1046853662,0.1069771051,0.0001911564,0.0148160132,0.3336302340,-0.0148007507,-0.0069267740,0.2370767444,-0.0008249595,0.0651358366,0.2366169393,0.0077450736
100:44:48:42.881,61,0.1009578332,0.3872978389,0.1071920991,0.0000000000,0.0000000000,0.0507543050,0.0000000000,0.1006365716,0.3879143298,0.0113373315,0.0000000000,0.0000000000,0.0507490486,0.0000000000,0.0863294080,0.0000000000,0.0112642078,0.0792946517,0.0792946517,0.0762363523,0.1140222251,0.0215262193,0.0000000000,0.0179910138,0.0058817058,0.0000000000,0.0000000000,0.0892292634,0.0912761837,0.1466446221,0.1498371065,0.1557099968,0.0625699088,0.1349159926,0.1809756756,0.1001615673,0.0893795192,0.0999209285,0.0920955390,0.0470253192,0.0426698439,0.0421468876,0.0417121388,0.1011244878,0.0000000000,0.0000000000,0.0678356439,0.0680602342,0.0598371327,0.1046845466,0.1069552079,0.0002394729,0.0138154551,0.3323679864,-0.0145697771,-0.0068931449,0.2369624376,-0.0008205547,0.0651741773,0.2365021110,0.0077458397
100:44:48:43.882,61,0.1005034074,0.3881196082,0.1077092290,0.0000000000,0.0000000000,0.0506121144,0.0000000000,0.1001820415,0.3887458444,0.0108377961,0.0000000000,0.0000000000,0.0506068692,0.0000000000,0.0861881599,0.0000000000,0.0112411715,0.0791456848,0.0791456848,0.0759429187,0.1140925512,0.0216696467,0.0000000000,0.0183007251,0.0059920005,0.0000000000,0.0000000000,0.0891334116,0.0911953226,0.1464584172,0.1496175230,0.1557720453,0.0624847487,0.1351855248,0.1809996516,0.1002564952,0.0894688815,0.0997603983,0.0918909311,0.0469841175,0.0426119789,0.0416513607,0.0412131883,0.1011572629,0.0000000000,0.0000000000,0.0678754523,0.0680617988,0.0598369762,0.1047965735,0.1070428267,0.0002809377,0.0131107606,0.3320301771,-0.0140705518,-0.0065892916,0.2374704778,-0.0007860815,0.0654872879,0.2370030731,0.0077997223
100:44:48:44.882,61,0.0999065563,0.3881451786,0.1084076464,0.0000000000,0.0000000000,0.0504743345,0.0000000000,0.0995859429,0.3887831271,0.0101398323,0.0000000000,0.0000000000,0.0504691154,0.0000000000,0.0859246776,0.0000000000,0.0113738971,0.0789099187,0.0789099187,0.0756615698,0.1140732020,0.0218962356,0.0000000000,0.0200109817,0.0062763980,0.0000000000,0.0000000000,0.0890389830,0.0911441147,0.1461899877,0.1494318098,0.1556265205,0.0623244680,0.1353798062,0.1808971465,0.1003452763,0.0895049796,0.0996402204,0.0917155519,0.0469359420,0.0425368547,0.0411489867,0.0407076031,0.1011781991,0.0000000000,0.0000000000,0.0678609908,0.0680723339,0.0598322675,0.1049033254,0.1071047187,0.0002769206,0.0130582983,0.3320621848,-0.0137767205,-0.0061649308,0.2374933660,-0.0007355278,0.0659118891,0.2370176315,0.0078508146
100:44:48:45.883,61,0.0988524780,0.3883930147,0.1082368866,0.0000000000,0.0000000000,0.0502727889,0.0000000000,0.0985438749,0.3890286088,0.0103201801,0.0000000000,0.0000000000,0.0502676815,0.0000000000,0.0856904313,0.0000000000,0.0114694443,0.0786502063,0.0786502063,0.0753589869,0.1139722914,0.0220125299,0.0000000000,0.0202338472,0.0059013115,0.0000000000,0.0000000000,0.0888523161,0.0910038054,0.1460492760,0.1494413763,0.1554908305,0.0621011034,0.1356382221,0.1810176671,0.1002832502,0.0894123614,0.0992941484,0.0913596079,0.0469056666,0.0425071307,0.0397958979,0.0393583775,0.1012777984,0.0000000000,0.0000000000,0.0678515658,0.0679199323,0.0597125590,0.1049254090,0.1071053296,0.0003171849,0.0130554698,0.3315252066,-0.0135449329,-0.0062745437,0.2376433164,-0.0007490828,0.0658076778,0.2371692061,0.0078434534
100:44:48:46.883,61,0.0975813866,0.3880774677,0.1078419462,0.0000000000,0.0000000000,0.0500201657,0.0000000000,0.0973134264,0.3887058496,0.0107246917,0.0000000000,0.0000000000,0.0500152335,0.0000000000,0.0854771063,0.0000000000,0.0115011605,0.0786167383,0.0786167383,0.0752242580,0.1139875650,0.0220237244,0.0000000000,0.0203452315,0.0057146829,0.0000000000,0.0000000000,0.0886629969,0.0908380374,0.1460260451,0.1495064646,0.1553758383,0.0619100593,0.1357166618,0.1810757816,0.1000194252,0.0891618654,0.0990500227,0.0911364779,0.0469070300,0.0425246395,0.0365110151,0.0361032560,0.1015469953,0.0000000000,0.0000000000,0.0677012056,0.0677848458,0.0596247725,0.1049539745,0.1071369871,0.0003110804,0.0137918284,0.3321847916,-0.0135482242,-0.0065205321,0.2374460399,-0.0007777979,0.0655680373,0.2369771004,0.0078084832
100:44:48:47.884,61,0.0968227312,0.3885110915,0.1079750732,0.0000000000,0.0000000000,0.0497401319,0.0000000000,0.0965686291,0.3891423941,0.0106113534,0.0000000000,0.0000000000,0.0497353226,0.0000000000,0.0851482302,0.0000000000,0.0116893202,0.0785250738,0.0785250738,0.0752662569,0.1138864309,0.0219821427,0.0000000000,0.0212092623,0.0060850494,0.0000000000,0.0000000000,0.0885393098,0.0907413736,0.1460089535,0.1496576965,0.1548353881,0.0615876280,0.1356476992,0.1811929941,0.0996934772,0.0888165236,0.0988388434,0.0909784064,0.0470064767,0.0426374860,0.0353609771,0.0349615961,0.1016580313,0.0000000000,0.0000000000,0.0673497245,0.0676030889,0.0594781823,0.1049500331,0.1071332470,0.0003308180,0.0142576126,0.3325631618,-0.0139153320,-0.0064515555,0.2377127707,-0.0007704425,0.0656482950,0.2372417003,0.0078268573
100:44:48:48.885,61,0.0962631553,0.3882166147,0.1082629636,0.0000000000,0.0000000000,0.0495958701,0.0000000000,0.0960154459,0.3888520002,0.0103191873,0.0000000000,0.0000000000,0.0495910384,0.0000000000,0.0848962441,0.0000000000,0.0120760994,0.0785148293,0.0785148293,0.0753530413,0.1141936556,0.0219910331,0.0000000000,0.0214838572,0.0059440914,0.0000000000,0.0000000000,0.0882681087,0.0905065015,0.1458285600,0.1497166902,0.1544891298,0.0613186210,0.1357180923,0.1813838780,0.0995064229,0.0885972083,0.0986665562,0.0908420384,0.0470734127,0.0426938310,0.0349640734,0.0345664546,0.1016565189,0.0000000000,0.0000000000,0.0672326237,0.0675443634,0.0593993627,0.1050017551,0.1071593091,0.0004279718,0.0148751941,0.3330238163,-0.0138874752,-0.0062739654,0.2375353873,-0.0007486704,0.0658238009,0.2370614409,0.0078417771
100:44:48:49.885,61,0.0960870087,0.3893995881,0.1087397709,0.0000000000,0.0000000000,0.0494486205,0.0000000000,0.0958431289,0.3900451362,0.0098523386,0.0000000000,0.0000000000,0.0494437888,0.0000000000,0.0847880989,0.0000000000,0.0123595400,0.0785321072,0.0785321072,0.0755164400,0.1142615527,0.0219538398,0.0000000000,0.0218850374,0.0061788526,0.0000000000,0.0000000000,0.0881619081,0.0904183537,0.1458803117,0.1499206424,0.1539526731,0.0611329041,0.1356073171,0.1813758910,0.0993378088,0.0884183943,0.0987421274,0.0909429491,0.0471717119,0.0427935757,0.0354827046,0.0350833721,0.1014979407,0.0000000000,0.0000000000,0.0670263097,0.0675402135,0.0593700521,0.1052121297,0.1073509231,0.0006282706,0.0151862558,0.3329356909,-0.0146097559,-0.0059899520,0.2382642925,-0.0007169932,0.0661117956,0.2377830148,0.0079003153
100:44:48:50.886,61,0.0959118158,0.3894831240,0.1087427139,0.0000000000,0.0000000000,0.0493339673,0.0000000000,0.0956691504,0.3901290596,0.0098562771,0.0000000000,0.0000000000,0.0493291020,0.0000000000,0.0847088099,0.0000000000,0.0125558171,0.0784969404,0.0784969404,0.0757111236,0.1143412068,0.0218258481,0.0000000000,0.0223352630,0.0066011804,0.0000000000,0.0000000000,0.0880465657,0.0903230160,0.1458124220,0.1499703228,0.1532805562,0.0609673858,0.1353290528,0.1810894459,0.0991632491,0.0882333443,0.0988782123,0.0911250785,0.0471881740,0.0428160653,0.0353466906,0.0349473134,0.1015201956,0.0000000000,0.0000000000,0.0669084713,0.0674952865,0.0593143962,0.1052306220,0.1073482782,0.0006623963,0.0155018205,0.3336053193,-0.0153957903,-0.0059923343,0.2383155972,-0.0007174343,0.0661134496,0.2378340513,0.0079022245
100:44:48:51.887,61,0.0956340805,0.3894784451,0.1094641164,0.0000000000,0.0000000000,0.0492254309,0.0000000000,0.0953926593,0.3901362717,0.0091582192,0.0000000000,0.0000000000,0.0492205918,0.0000000000,0.0846355408,0.0000000000,0.0124900136,0.0786398277,0.0786398277,0.0761053786,0.1144909412,0.0217305142,0.0000000000,0.0225230418,0.0070482371,0.0000000000,0.0000000000,0.0879045427,0.0901592225,0.1459075958,0.1499939561,0.1526038945,0.0608207770,0.1348869950,0.1808439493,0.0988304242,0.0879313275,0.0990837365,0.0913758799,0.0472163297,0.0428649969,0.0352215096,0.0348210223,0.1015555561,0.0000000000,0.0000000000,0.0667499006,0.0674600527,0.0592861101,0.1052027047,0.1073274314,0.0006342981,0.0155057535,0.3334212005,-0.0153888483,-0.0055679339,0.2383200973,-0.0006666352,0.0665520504,0.2378300130,0.0079545528
100:44:48:52.887,61,0.0957957953,0.3889626563,0.1094249040,0.0000000000,0.0000000000,0.0492703207,0.0000000000,0.0955512822,0.3896152377,0.0091528073,0.0000000000,0.0000000000,0.0492655635,0.0000000000,0.0846475139,0.0000000000,0.0123585891,0.0787732154,0.0787732154,0.0764813796,0.1149211153,0.0217048470,0.0000000000,0.0223153308,0.0070215315,0.0000000000,0.0000000000,0.0877877250,0.0900274292,0.1459784657,0.1499836296,0.1523295641,0.0607939735,0.1347418427,0.1808451116,0.0987915620,0.0879010409,0.0992152765,0.0915239006,0.0472368151,0.0428974591,0.0354365781,0.0350341201,0.1015117317,0.0000000000,0.0000000000,0.0669087172,0.0674955770,0.0593311824,0.1052103117,0.1073496789,0.0005690154,0.0151475091,0.3322535157,-0.0157408137,-0.0055647148,0.2380018085,-0.0006653515,0.0665290579,0.2375151217,0.0079411734
100:44:48:53.888,61,0.0961212739,0.3884365261,0.1091681719,0.0000000000,0.0000000000,0.0493095592,0.0000000000,0.0958722085,0.3890838325,0.0093896315,0.0000000000,0.0000000000,0.0493049249,0.0000000000,0.0850292221,0.0000000000,0.0122518577,0.0790480301,0.0790480301,0.0769736320,0.1154344156,0.0216080509,0.0000000000,0.0208943523,0.0065100002,0.0000000000,0.0000000000,0.0877751336,0.0900418758,0.1461971700,0.1502008438,0.1522467583,0.0610446595,0.1344833076,0.1806165278,0.0989056081,0.0880198926,0.0996461809,0.0919333473,0.0471929014,0.0428729281,0.0357031189,0.0353006981,0.1014447659,0.0000000000,0.0000000000,0.0673007593,0.0674975887,0.0593441427,0.1051658913,0.1073216796,0.0004579379,0.0150121739,0.3326051831,-0.0151859727,-0.0057087722,0.2376771718,-0.0006816362,0.0663738176,0.2371942699,0.0079118265
100:44:48:54.888,61,0.0961774960,0.3881641030,0.1095678359,0.0000000000,0.0000000000,0.0494047701,0.0000000000,0.0959267989,0.3888176680,0.0089873374,0.0000000000,0.0000000000,0.0494002476,0.0000000000,0.0852023587,0.0000000000,0.0118988948,0.0794979408,0.0794979408,0.0772311613,0.1156880409,0.0214299113,0.0000000000,0.0202095211,0.0065503363,0.0000000000,0.0000000000,0.0877901167,0.0900362805,0.1464608908,0.1502459347,0.1525034010,0.0612816811,0.1342306733,0.1804791987,0.0987384617,0.0879256055,0.0998618677,0.0921358615,0.0471563227,0.0428744778,0.0360846482,0.0356834978,0.1013976857,0.0000000000,0.0000000000,0.0672131181,0.0675828308,0.0594647080,0.1051759496,0.1073877588,0.0004356660,0.0152714308,0.3321860433,-0.0147286607,-0.0054642200,0.2375146598,-0.0006519856,0.0666172504,0.2370272875,0.0079352222
100:44:48:55.889,61,0.0960427597,0.3882396221,0.1104352921,0.0000000000,0.0000000000,0.0494688973,0.0000000000,0.0957914069,0.3889076114,0.0081442026,0.0000000000,0.0000000000,0.0494645089,0.0000000000,0.0853251666,0.0000000000,0.0116154747,0.0797964707,0.0797964707,0.0772930309,0.1158248633,0.0213616025,0.0000000000,0.0195205249,0.0063028084,0.0000000000,0.0000000000,0.0876938924,0.0899169743,0.1465960294,0.1501918733,0.1527329981,0.0614186302,0.1340615004,0.1803604513,0.0985327885,0.0877817869,0.0999173969,0.0921860561,0.0470974930,0.0428545363,0.0368079953,0.0364045203,0.1011980549,0.0000000000,0.0000000000,0.0671378970,0.0675841197,0.0594994165,0.1051866114,0.1074520648,0.0004119757,0.0161375366,0.3321580589,-0.0147099504,-0.0049515893,0.2375696748,-0.0005909571,0.0671445429,0.2370720208,0.0079996027
100:44:48:56.890,61,0.0959395245,0.3882968128,0.1103886664,0.0000000000,0.0000000000,0.0495247096,0.0000000000,0.0956919193,0.3889640272,0.0082238326,0.0000000000,0.0000000000,0.0495203659,0.0000000000,0.0856191143,0.0000000000,0.0114881871,0.0802612603,0.0802612603,0.0775099099,0.1158721000,0.0211216863,0.0000000000,0.0188345890,0.0060243276,0.0000000000,0.0000000000,0.0876871943,0.0898715258,0.1468280256,0.1503022909,0.1530096531,0.0616508015,0.1337983608,0.1804070026,0.0982217193,0.0875622407,0.1000275090,0.0923436731,0.0471186489,0.0429077335,0.0373351388,0.0369355418,0.1010582224,0.0000000000,0.0000000000,0.0669032782,0.0676066354,0.0595343672,0.1051720008,0.1074616611,0.0003780125,0.0167121869,0.3327928782,-0.0149725089,-0.0049999966,0.2376040965,-0.0005968217,0.0671160966,0.2371069640,0.0079974001
100:44:48:57.890,61,0.0956309512,0.3860949576,0.1107206047,0.0000000000,0.0000000000,0.0496938154,0.0000000000,0.0953847989,0.3867635429,0.0079088388,0.0000000000,0.0000000000,0.0496894494,0.0000000000,0.0858797282,0.0000000000,0.0114716394,0.0806303173,0.0806303173,0.0774847716,0.1161640361,0.0210552327,0.0000000000,0.0177022647,0.0053252876,0.0000000000,0.0000000000,0.0875805095,0.0897449031,0.1468014568,0.1502088010,0.1543252766,0.0619193390,0.1338576525,0.1805303395,0.0981224105,0.0875135064,0.1000010669,0.0923106521,0.0470310375,0.0428317934,0.0375546254,0.0371557958,0.1010098159,0.0000000000,0.0000000000,0.0669352412,0.0676789954,0.0595970340,0.1050616801,0.1073657721,0.0002673165,0.0164558310,0.3322982192,-0.0161595941,-0.0048087421,0.2362599820,-0.0005707148,0.0673215017,0.2357619107,0.0079759629
100:44:48:58.891,61,0.0951351747,0.3847097754,0.1107596904,0.0000000000,0.0000000000,0.0498481989,0.0000000000,0.0948906317,0.3853764236,0.0078759138,0.0000000000,0.0000000000,0.0498437472,0.0000000000,0.0860345066,0.0000000000,0.0115035456,0.0809663683,0.0809663683,0.0777043104,0.1163642704,0.0212166756,0.0000000000,0.0174518954,0.0050854823,0.0000000000,0.0000000000,0.0875280350,0.0896467641,0.1468571872,0.1501460820,0.1548510939,0.0620646216,0.1339085102,0.1809356213,0.0979861841,0.0873869359,0.1000125259,0.0923090801,0.0471146256,0.0428837240,0.0378956646,0.0374935493,0.1009259149,0.0000000000,0.0000000000,0.0668247119,0.0678235143,0.0596847236,0.1050873324,0.1073664278,0.0002426063,0.0165325459,0.3302397430,-0.0167998932,-0.0047888826,0.2354126424,-0.0005663005,0.0673475340,0.2349160314,0.0079501551
100:44:48:59.891,61,0.0945338607,0.3835476935,0.1102983356,0.0000000000,0.0000000000,0.0499715023,0.0000000000,0.0942894965,0.3842045367,0.0083393808,0.0000000000,0.0000000000,0.0499670170,0.0000000000,0.0862342566,0.0000000000,0.0115783503,0.0811836571,0.0811836571,0.0778506696,0.1164138839,0.0213356446,0.0000000000,0.0174810141,0.0049639745,0.0000000000,0.0000000000,0.0875644907,0.0896676704,0.1469150484,0.1501767337,0.1551782191,0.0622106604,0.1339912564,0.1812570244,0.0979274958,0.0873028561,0.1000417173,0.0923286974,0.0471807756,0.0429206155,0.0379702449,0.0375653878,0.1008965448,0.0000000000,0.0000000000,0.0667283684,0.0679186583,0.0597368069,0.1050558984,0.1073085889,0.0002631760,0.0162491892,0.3287153542,-0.0174268875,-0.0050708340,0.2346967310,-0.0005978019,0.0670688748,0.2342071831,0.0078931265
