Timecode,BlendShapeCount,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileRight,mouthSmileLeft,mouthFrownRight,mouthFrownLeft,mouthDimpleRight,mouthDimpleLeft,mouthStretchRight,mouthStretchLeft,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressRight,mouthPressLeft,mouthLowerDownRight,mouthLowerDownLeft,mouthUpperUpRight,mouthUpperUpLeft,browDownRight,browDownLeft,browInnerUp,browOuterUpRight,browOuterUpLeft,cheekPuff,cheekSquintRight,cheekSquintLeft,noseSneerRight,noseSneerLeft,tongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
101:29:41:34.133,61,0.1783016920,0.5117497444,0.1130409762,0.0000000000,0.0000000000,0.0282315277,0.0000000000,0.1778087169,0.5128070712,0.0045107580,0.0000000000,0.0000000000,0.0282311160,0.0000000000,0.0910765156,0.0000000000,0.0056070494,0.0791919678,0.0791919678,0.1044071391,0.1521865129,0.0396287031,0.0000000000,0.0000000000,0.0000000000,0.0317702778,0.0554455593,0.0731123686,0.0769935325,0.1526504755,0.1561052799,0.1566964686,0.0726981610,0.1404268444,0.1854835153,0.1149501950,0.1031511873,0.1098362803,0.0984626710,0.0669017211,0.0599405542,0.0000000000,0.0000000000,0.1598390341,0.1115699932,0.1118720546,0.1526758969,0.0694463700,0.0609865412,0.1574887782,0.1578303725,0.0001369589,0.0039008113,0.4120440781,-0.0235624947,-0.0027328958,0.3132558763,-0.0004315831,0.0684894547,0.3124855161,0.0107932901
101:29:41:35.133,61,0.1786552221,0.5125069022,0.1135621294,0.0000000000,0.0000000000,0.0281457752,0.0000000000,0.1781724393,0.5135765076,0.0039911191,0.0000000000,0.0000000000,0.0281453859,0.0000000000,0.0909555778,0.0000000000,0.0054146815,0.0793057010,0.0793057010,0.1043887958,0.1524598300,0.0399863161,0.0000000000,0.0000000000,0.0000000000,0.0320116729,0.0555368438,0.0732473731,0.0771588385,0.1529054791,0.1563304216,0.1564038694,0.0725133717,0.1405768245,0.1855505854,0.1149834171,0.1032736599,0.1097602323,0.0983376354,0.0673276335,0.0603020787,0.0000000000,0.0000000000,0.1599310488,0.1115276515,0.1118285730,0.1435016394,0.0695410743,0.0610633902,0.1581111699,0.1584299803,0.0001260575,0.0033541792,0.4139796495,-0.0245745536,-0.0024180063,0.3137258589,-0.0003824377,0.0688035414,0.3129467368,0.0108590946
101:29:41:36.134,61,0.1792503148,0.5152547956,0.1140587553,0.0000000000,0.0000000000,0.0279721711,0.0000000000,0.1787692159,0.5163398385,0.0035358160,0.0000000000,0.0000000000,0.0279718079,0.0000000000,0.0906115472,0.0000000000,0.0050908816,0.0792530552,0.0792530552,0.1042659432,0.1529656351,0.0402733125,0.0000000000,0.0000000000,0.0000000000,0.0318687409,0.0551759265,0.0732798800,0.0772385970,0.1524761468,0.1557660550,0.1560726762,0.0722764581,0.1405548453,0.1851810515,0.1151626334,0.1035104170,0.1096707657,0.0982174873,0.0676289201,0.0605569184,0.0000000000,0.0000000000,0.1595974565,0.1086426526,0.1089521050,0.1413161755,0.0694937482,0.0610558540,0.1586194485,0.1589923948,0.0000567168,0.0036950423,0.4152123630,-0.0244492777,-0.0021419707,0.3154139221,-0.0003406325,0.0690982789,0.3146234751,0.0109650595
101:29:41:37.135,61,0.1799379736,0.5176221132,0.1148591191,0.0000000000,0.0000000000,0.0277618375,0.0000000000,0.1794568151,0.5187284350,0.0027556578,0.0000000000,0.0000000000,0.0277614985,0.0000000000,0.0904537141,0.0000000000,0.0048311600,0.0794109106,0.0794109106,0.1041374281,0.1531649828,0.0403604805,0.0000000000,0.0000000000,0.0000000000,0.0317206644,0.0548131317,0.0733399615,0.0773497298,0.1521559060,0.1554703563,0.1556600034,0.0722099245,0.1402265877,0.1836611629,0.1151110977,0.1035459042,0.1098536924,0.0983176082,0.0678429678,0.0607464388,0.0000000000,0.0000000000,0.1592988521,0.1069235429,0.1072282791,0.1384495497,0.0693645030,0.0609859228,0.1590951830,0.1595274061,0.0000363770,0.0036592092,0.4161264002,-0.0237487666,-0.0016692268,0.3168731630,-0.0002667020,0.0695777982,0.3160672188,0.0110927364
101:29:41:38.135,61,0.1807881296,0.5195634961,0.1142386645,0.0000000000,0.0000000000,0.0275573879,0.0000000000,0.1802707314,0.5206535459,0.0033685889,0.0000000000,0.0000000000,0.0275570713,0.0000000000,0.0908660516,0.0000000000,0.0044756071,0.0796926096,0.0796926096,0.1036416665,0.1528750509,0.0404676199,0.0000000000,0.0000000000,0.0000000000,0.0348184370,0.0565541945,0.0735200271,0.0775724947,0.1522891372,0.1556370556,0.1553625464,0.0724597126,0.1402311921,0.1832619756,0.1150661856,0.1035940424,0.1098639518,0.0982423201,0.0681121573,0.0609895848,0.0000000000,0.0000000000,0.1586284637,0.1017602235,0.1020559147,0.1366712451,0.0691027045,0.0607956201,0.1595102102,0.1599448472,0.0000348830,0.0042604702,0.4167827964,-0.0235261973,-0.0020403783,0.3180490732,-0.0003272335,0.0691975504,0.3172539771,0.0110741900
101:29:41:39.136,61,0.1845923513,0.5212706327,0.1119443253,0.0000000000,0.0000000000,0.0273894649,0.0000000000,0.1840293705,0.5223144889,0.0056760423,0.0000000000,0.0000000000,0.0273891706,0.0000000000,0.0912257582,0.0000000000,0.0039670970,0.0800566524,0.0800566524,0.1033534631,0.1530849934,0.0407805890,0.0000000000,0.0000000000,0.0000000000,0.0369002968,0.0573807135,0.0737415403,0.0777904391,0.1529253274,0.1559944302,0.1549829990,0.0727091357,0.1403062195,0.1832323074,0.1151405573,0.1037589163,0.1099641919,0.0983150527,0.0684655532,0.0612987243,0.0000000000,0.0000000000,0.1581352353,0.0992293283,0.0995245725,0.1360005587,0.0688790232,0.0606275648,0.1600539982,0.1604380012,0.0000416101,0.0043331669,0.4198822975,-0.0217111930,-0.0034378325,0.3190635145,-0.0005531445,0.0678040311,0.3183016181,0.0108874375
101:29:41:40.136,61,0.1876192093,0.5237500072,0.1108974665,0.0000000000,0.0000000000,0.0272358824,0.0000000000,0.1870314032,0.5247752666,0.0067695677,0.0000000000,0.0000000000,0.0272356067,0.0000000000,0.0913037583,0.0000000000,0.0035172193,0.0801529363,0.0801529363,0.1029585972,0.1572363228,0.0410808139,0.0000000000,0.0000000000,0.0000000000,0.0389930718,0.0580917336,0.0738401338,0.0779033676,0.1529887319,0.1558501571,0.1550605297,0.0729278401,0.1405239403,0.1835625768,0.1156310439,0.1042857468,0.1097359583,0.0981808081,0.0687641501,0.0615866221,0.0000000000,0.0000000000,0.1578569114,0.0982923731,0.0985858589,0.1674021930,0.0686234236,0.0604056902,0.1603750139,0.1607353389,0.0000682552,0.0023563046,0.4268504381,-0.0206459239,-0.0040998198,0.3205665052,-0.0006628193,0.0671644732,0.3198178709,0.0108369226
101:29:41:41.137,61,0.1963908970,0.5296508670,0.1089132205,0.0000000000,0.0000000000,0.0270912219,0.0000000000,0.1958047152,0.5306428075,0.0088046202,0.0000000000,0.0000000000,0.0270909425,0.0000000000,0.0911802724,0.0000000000,0.0030968194,0.0798162296,0.0798162296,0.1023949459,0.1582187861,0.0411866270,0.0000000000,0.0000000000,0.0000000000,0.0398848914,0.0581096523,0.0740102604,0.0780793428,0.1529598683,0.1555597484,0.1548340768,0.0730529130,0.1405893862,0.1837847531,0.1172600836,0.1062803864,0.1095533296,0.0981032848,0.0691462159,0.0619621389,0.0000000000,0.0000000000,0.1577665508,0.0978029296,0.0980954394,0.1755670905,0.0685307607,0.0603044294,0.1628329754,0.1627127975,0.0000779567,0.0012267365,0.4349738955,-0.0210282803,-0.0053312588,0.3241504431,-0.0008717134,0.0659498274,0.3234255612,0.0107629336
101:29:41:42.138,61,0.2030165642,0.5434045196,0.1083904356,0.0000000000,0.0000000000,0.0268643852,0.0000000000,0.2023916394,0.5444064140,0.0093722017,0.0000000000,0.0000000000,0.0268640909,0.0000000000,0.0908278972,0.0000000000,0.0029386028,0.0793681815,0.0793681815,0.1017714217,0.1587392539,0.0415325947,0.0000000000,0.0000000000,0.0000000000,0.0381353162,0.0567376986,0.0742734149,0.0783952549,0.1526360065,0.1551280171,0.1546728611,0.0731616393,0.1408224255,0.1840760708,0.1204215065,0.1087545007,0.1094747111,0.0980581194,0.0697628483,0.0624774769,0.0000000000,0.0000000000,0.1575998664,0.0972158983,0.0975138322,0.1759169251,0.0685752928,0.0602673516,0.1707930714,0.1687545180,0.0001006154,-0.0006132051,0.4446143508,-0.0208366718,-0.0056722891,0.3325580060,-0.0009519753,0.0656027570,0.3318251967,0.0109894127
101:29:41:43.138,61,0.2056163549,0.5491744876,0.1051480472,0.0000000000,0.0000000000,0.0266075768,0.0000000000,0.2049911767,0.5501119494,0.0127525777,0.0000000000,0.0000000000,0.0266072545,0.0000000000,0.0905576572,0.0000000000,0.0029942042,0.0795263872,0.0795263872,0.1017270833,0.1786604673,0.0418949313,0.0000000000,0.0000000000,0.0000000000,0.0378917828,0.0562900007,0.0745210946,0.0786803290,0.1526803225,0.1549934745,0.1550631672,0.0734401345,0.1413481534,0.1866220683,0.1230311319,0.1108777598,0.1095577478,0.0983064547,0.0729454309,0.0641357377,0.0000000000,0.0000000000,0.1590406746,0.1010198444,0.1013243794,0.1780398488,0.0687976778,0.0603218973,0.1803069264,0.1763365418,0.0002525356,-0.0014968516,0.4522957206,-0.0210984889,-0.0077166590,0.3360425830,-0.0013089104,0.0636276975,0.3353558779,0.0107738748
101:29:41:44.139,61,0.2082763761,0.5558534265,0.1014370397,0.0000000000,0.0000000000,0.0263553038,0.0000000000,0.2077836543,0.5567163825,0.0164867602,0.0000000000,0.0000000000,0.0263549685,0.0000000000,0.0901490599,0.0000000000,0.0028487996,0.0798335746,0.0798335746,0.1019691229,0.1890425384,0.0423133150,0.0000000000,0.0000000000,0.0000000000,0.0377101004,0.0546504706,0.0747803003,0.0789310485,0.1530306488,0.1548745930,0.1554976106,0.0736058280,0.1420758218,0.1902312338,0.1256908625,0.1138653308,0.1096922085,0.0987173393,0.0764373019,0.0668686777,0.0000000000,0.0000000000,0.1606207192,0.1034111381,0.1037035137,0.1921238899,0.0693163499,0.0606363900,0.1905264854,0.1869565547,0.0003200385,-0.0035660570,0.4642209411,-0.0215577018,-0.0099739376,0.3400758505,-0.0017124985,0.0613677911,0.3394425213,0.0105200354
101:29:41:45.139,61,0.2096279860,0.5586060286,0.1012383327,0.0000000000,0.0000000000,0.0261304844,0.0000000000,0.2091833055,0.5594683886,0.0166091137,0.0000000000,0.0000000000,0.0261300653,0.0000000000,0.0899428055,0.0000000000,0.0032018882,0.0794406161,0.0794406161,0.1018354148,0.1881497502,0.0422414429,0.0000000000,0.0000000000,0.0000000000,0.0370351858,0.0530335456,0.0758896843,0.0806818902,0.1535620987,0.1556573510,0.1557013392,0.0738626793,0.1470817775,0.1992743015,0.1368618608,0.1255571395,0.1099720374,0.0990847498,0.0794254988,0.0691976547,0.0000000000,0.0000000000,0.1672089845,0.1094023064,0.1096164584,0.1825833917,0.0699033886,0.0609763898,0.1961386204,0.1917580664,0.0003753569,-0.0057283994,0.4722754359,-0.0230535530,-0.0100469850,0.3417569101,-0.0017337359,0.0612416603,0.3411238194,0.0105514210
101:29:41:46.140,61,0.2193759382,0.5575586557,0.0987024307,0.0000000000,0.0000000000,0.0259837527,0.0000000000,0.2191397548,0.5583618879,0.0191470906,0.0000000000,0.0000000000,0.0259833131,0.0000000000,0.0901555121,0.0000000000,0.0033410860,0.0792746618,0.0792746618,0.1017394066,0.1809527725,0.0425992645,0.0000000000,0.0000000000,0.0000000000,0.0364709683,0.0520069785,0.0794293284,0.0842585042,0.1702541709,0.1660812795,0.1554267108,0.0747254863,0.1484008431,0.2018712759,0.1404566616,0.1293151230,0.1156856865,0.1039661616,0.0808394551,0.0703919753,0.0000000000,0.0000000000,0.1710044593,0.1116252020,0.1118220389,0.1748850346,0.0705643818,0.0613908730,0.1991195977,0.1943463087,0.0003605178,-0.0070820530,0.4829817712,-0.0249171127,-0.0115826763,0.3410799205,-0.0019947079,0.0597098283,0.3404896259,0.0102678332
101:29:41:47.141,61,0.2238731980,0.5522701144,0.0882441998,0.0000000000,0.0000000000,0.0259943400,0.0000000000,0.2237168550,0.5528309941,0.0296973065,0.0000000000,0.0000000000,0.0259937663,0.0000000000,0.0928673446,0.0000000000,0.0046421797,0.0793924332,0.0793924332,0.1013654396,0.1784395874,0.0422228388,0.0000000000,0.0000000000,0.0000000000,0.0379781239,0.0543004535,0.0812921897,0.0859569609,0.1749119908,0.1718272269,0.1555636972,0.0782446116,0.1495877355,0.2063462883,0.1425683647,0.1315357238,0.1172176898,0.1054391488,0.0819215029,0.0713431090,0.0000000000,0.0000000000,0.1721012592,0.1071051881,0.1072740257,0.1669277847,0.0711079240,0.0616537482,0.2006611824,0.1954613477,0.0002158026,-0.0085010557,0.4940167964,-0.0253690500,-0.0179683156,0.3376959562,-0.0030631642,0.0533930324,0.3372806311,0.0090928124
101:29:41:48.141,61,0.2257445753,0.5234680176,0.0772071183,0.0000000000,0.0000000000,0.0262055248,0.0000000000,0.2256274670,0.5237667561,0.0407270007,0.0000000000,0.0000000000,0.0262048990,0.0000000000,0.0938038602,0.0000000000,0.0051718419,0.0858758911,0.0858758911,0.1016447246,0.1826891303,0.0419051945,0.0000000000,0.0000000000,0.0000000000,0.0396087021,0.0548866913,0.0822177231,0.0868329555,0.1775474697,0.1743413806,0.1554594338,0.0821736455,0.1477293670,0.2052471191,0.1430832744,0.1321661025,0.1207924187,0.1102177128,0.0823705047,0.0718436539,0.0000000000,0.0000000000,0.1728185117,0.1058065295,0.1059649438,0.1608174741,0.0713858083,0.0617517643,0.2009825557,0.1955757290,0.0001155353,-0.0127102938,0.5021007061,-0.0274136979,-0.0246661082,0.3199343681,-0.0039799828,0.0467605591,0.3197089732,0.0075406386
101:29:41:49.142,61,0.2262981236,0.5024518967,0.0735108629,0.0000000000,0.0000000000,0.0264712162,0.0000000000,0.2262033075,0.5026657581,0.0441826470,0.0000000000,0.0000000000,0.0264705643,0.0000000000,0.0952361524,0.0000000000,0.0057056677,0.0878995508,0.0878995508,0.1028196141,0.1819938719,0.0415776372,0.0000000000,0.0000000000,0.0000000000,0.0400915332,0.0550171398,0.0829981789,0.0875334665,0.1807717085,0.1780237406,0.1550135314,0.0842441022,0.1470044404,0.2049895823,0.1428066194,0.1321238577,0.1265129000,0.1155310869,0.0830337554,0.0725084022,0.0000000000,0.0000000000,0.1738941967,0.1054505408,0.1056021899,0.1331360340,0.0716587901,0.0618532449,0.2011257112,0.1954503059,0.0000551626,-0.0153357154,0.5145803094,-0.0264130961,-0.0267772432,0.3070423901,-0.0041437340,0.0445521250,0.3068786561,0.0068913870
101:29:41:50.142,61,0.1808747351,0.4401473105,0.0871563628,0.0000000000,0.0000000000,0.0269362461,0.0000000000,0.1808601320,0.4405930340,0.0300477650,0.0000000000,0.0000000000,0.0269354340,0.0000000000,0.0970525667,0.0000000000,0.0071172700,0.0985570550,0.0985570550,0.1051919535,0.1850877553,0.0413849168,0.0000000000,0.0000000000,0.0000000000,0.0462590195,0.0578235835,0.0833640471,0.0877778605,0.1902704090,0.1874427497,0.1544521898,0.0868359804,0.1437552571,0.2044980973,0.1375284195,0.1276886314,0.1336268485,0.1243308485,0.0834497437,0.0729511008,0.0000000000,0.0000000000,0.2021176517,0.1359532773,0.1360840797,0.1244676262,0.0718184933,0.0617480911,0.2007702291,0.1936970800,0.0000418014,-0.0189057291,0.5239757299,-0.0243866947,-0.0182442013,0.2691353858,-0.0024700779,0.0529196411,0.2688070536,0.0071574417
101:29:41:51.143,61,0.1695022881,0.3923475146,0.0962265804,0.0000000000,0.0000000000,0.0275957696,0.0000000000,0.1695109159,0.3929032683,0.0200416129,0.0000000000,0.0000000000,0.0275943372,0.0000000000,0.0985184535,0.0000000000,0.0080037871,0.1018254161,0.1018254161,0.1060513034,0.1861622632,0.0408775099,0.0000000000,0.0000000000,0.0000000000,0.0658489019,0.0664724410,0.0837260112,0.0880328566,0.2017779946,0.1986793876,0.1538902670,0.0890508965,0.1424029469,0.2045998573,0.1359292120,0.1263159961,0.1364212334,0.1277559847,0.0836014971,0.0731812045,0.0000000000,0.0000000000,0.2136454582,0.1488014162,0.1488884836,0.1199145764,0.0716389194,0.0613495335,0.1937478781,0.1850650460,0.0000263524,-0.0242368542,0.5413283110,-0.0245124828,-0.0121838981,0.2400079668,-0.0014691942,0.0584997907,0.2396023273,0.0070441174
101:29:41:52.144,61,0.1612534374,0.3219967484,0.1108040884,0.0000000000,0.0000000000,0.0290577225,0.0000000000,0.1612645686,0.3226598799,0.0049587567,0.0000000000,0.0000000000,0.0290550534,0.0000000000,0.1159914583,0.0000000000,0.0109752547,0.1737274081,0.1737274081,0.1109918207,0.2316346765,0.0405789278,0.0000000000,0.0000000000,0.0000000000,0.0875186771,0.0920116380,0.0841689482,0.0884285495,0.2438877672,0.2462637573,0.1551522911,0.1192272827,0.1360539049,0.2032004446,0.1281292737,0.1181412712,0.1550878286,0.1507944465,0.0837399513,0.0733874962,0.0000000000,0.0000000000,0.2705000937,0.2075728476,0.2076563239,0.1171282530,0.0715638921,0.0609299839,0.1906778365,0.1811832339,0.0000367603,-0.0265780389,0.5595507622,-0.0263093151,-0.0030193203,0.1971015930,-0.0002985237,0.0674679726,0.1966214627,0.0066568381
101:29:41:53.144,61,0.1470176131,0.2460833043,0.1304280013,0.0000000000,0.0000000000,0.0309721343,0.0000000000,0.1470365077,0.2468024194,0.0000000000,0.0163394269,0.0000000000,0.0309687816,0.0000000000,0.1208324209,0.0000000000,0.0158239305,0.1852123886,0.1852123886,0.1262190044,0.2437541634,0.0403911471,0.0000000000,0.0000000000,0.0000000000,0.0908108652,0.0941225663,0.0847713128,0.0889649764,0.2557341754,0.2592949867,0.1551039070,0.1263257861,0.1301792562,0.2018494308,0.1234800816,0.1130370945,0.1644971073,0.1619169563,0.0840802044,0.0738780946,0.0000000000,0.0000000000,0.3155350685,0.2475673556,0.2475866228,0.1153004616,0.0712946281,0.0603410974,0.1857096106,0.1764248312,0.0000284331,-0.0297982786,0.5903187990,-0.0289090648,0.0099622756,0.1507617831,0.0007523972,0.0795238167,0.1502441764,0.0059884409
101:29:41:54.145,61,0.1259130836,0.1415295154,0.1529225558,0.0000000000,0.0000000000,0.0356660038,0.0000000000,0.1259050816,0.1420833468,0.0000000000,0.0407976806,0.0000000000,0.0356591642,0.0000000000,0.1236031130,0.0000000000,0.0177319273,0.1961912215,0.1961912215,0.1306310296,0.2972789705,0.0405091755,0.0000000000,0.0000000000,0.0000000000,0.0948089361,0.0968922749,0.0853362903,0.0894565210,0.2638036311,0.2662572265,0.1624891907,0.1302229017,0.1280017197,0.2016309798,0.1212929115,0.1106442586,0.1686077267,0.1667840481,0.0840355158,0.0740431845,0.0000000000,0.0000000000,0.3627892137,0.2882638276,0.2883159220,0.1150541380,0.0710342750,0.0596759021,0.1763638705,0.1678950042,0.0000782138,-0.0315532088,0.6122751236,-0.0320910923,0.0249062404,0.0867892802,0.0010815323,0.0933568701,0.0863925666,0.0040381211
101:29:41:55.146,61,0.0669250712,0.0856812000,0.1428009123,0.0000000000,0.0000000000,0.0392834805,0.0000000000,0.0669248924,0.0859838799,0.0000000000,0.0317033343,0.0000000000,0.0392701775,0.0000000000,0.1245608777,0.0000000000,0.0200508144,0.1932527572,0.1932527572,0.1333288103,0.3038817644,0.0401376411,0.0000000000,0.0000000000,0.0000000000,0.0964779332,0.0959565192,0.0858993381,0.0899740234,0.2675532401,0.2695665061,0.1643973291,0.1297059506,0.1248297617,0.2002234757,0.1199791953,0.1091659591,0.1718779951,0.1700104177,0.0836341828,0.0739461482,0.0000000000,0.0000000000,0.4081177115,0.3255149424,0.3255209923,0.1153838411,0.0702732205,0.0576522388,0.1626608372,0.1556330621,0.0000884243,-0.0325205140,0.6332432628,-0.0355533585,0.0193620138,0.0525229201,0.0005086076,0.0872122124,0.0523064770,0.0022828502
101:29:41:56.146,61,0.0323143005,0.0923527330,0.1257295609,0.0000000000,0.0000000000,0.0410038084,0.0000000000,0.0322262272,0.0926122814,0.0000000000,0.0153225083,0.0000000000,0.0409884453,0.0000000000,0.1248019859,0.0000000000,0.0213687420,0.1572469920,0.1572469920,0.1344756931,0.2605285048,0.0400807112,0.0000000000,0.0000000000,0.0000000000,0.0969535336,0.0924247801,0.0865171254,0.0910109356,0.2696858346,0.2714717984,0.1651229709,0.1275313646,0.1233289912,0.1997264773,0.1198404804,0.1086401269,0.1788727641,0.1728836745,0.0834114626,0.0739902034,0.0000000000,0.0000000000,0.4366736114,0.3475439250,0.3475838602,0.1164737567,0.0695937574,0.0562541448,0.1582386643,0.1515527517,0.0000763151,-0.0318048783,0.6468372941,-0.0363174267,0.0093574906,0.0565732121,0.0002647642,0.0767834485,0.0563873425,0.0021664470
101:29:41:57.147,61,0.0144608030,0.0562590919,0.1173244044,0.0000000000,0.0000000000,0.0421612523,0.0000000000,0.0144196032,0.0564013571,0.0000000000,0.0074881963,0.0000000000,0.0421443693,0.0000000000,0.1257023960,0.0000000000,0.0230476297,0.1630567908,0.1630567908,0.1350500286,0.2765814662,0.0403679088,0.0000000000,0.0000000000,0.0000000000,0.0974313840,0.0916942880,0.0879656896,0.0928470567,0.2730195224,0.2734774351,0.1658714116,0.1270657331,0.1227320284,0.2016687542,0.1200310439,0.1083981618,0.1813777834,0.1743070334,0.0833784640,0.0741555169,0.0000000000,0.0000000000,0.4619858861,0.3706327975,0.3706816137,0.1172288954,0.0688212663,0.0545097366,0.1555711180,0.1480746269,0.0000866125,-0.0272770710,0.6656753421,-0.0360123441,0.0045738257,0.0344535708,0.0000788003,0.0716623440,0.0343520083,0.0012315214
101:29:41:58.147,61,0.0060433899,0.0509598404,0.1014081463,0.0000000000,0.0000000000,0.0427846313,0.0346011594,0.0060102097,0.0510564409,0.0078062760,0.0000000000,0.0000000000,0.0427667052,0.0346521623,0.1272997260,0.0000000000,0.0252786074,0.1788500547,0.1788500547,0.1356939822,0.2843689919,0.0397625379,0.0000000000,0.0000000000,0.0000000000,0.0974500924,0.0883299783,0.0902240500,0.0953660309,0.2746181190,0.2752859592,0.1664597988,0.1273143291,0.1220702082,0.2020180523,0.1203034595,0.1083752736,0.1855188459,0.1813452244,0.0833903551,0.0744302124,0.0000000000,0.0000000000,0.4932163358,0.3930998445,0.3930994570,0.1177816615,0.0676631182,0.0530589670,0.1540682614,0.1462826729,0.0000533065,-0.0273008812,0.6777397990,-0.0384791158,-0.0047681965,0.0311885495,-0.0000743627,0.0619417094,0.0311196428,0.0009641882
101:29:41:59.148,61,0.0016732054,0.0615675151,0.1211461052,0.0000000000,0.0000000000,0.0430082940,0.0910004377,0.0016452046,0.0617318302,0.0000000000,0.0120318159,0.0000000000,0.0429897830,0.0910403803,0.1317214817,0.0000000000,0.0262498409,0.2044029236,0.2044029236,0.1364248544,0.3071666956,0.0395795815,0.0000000000,0.0000000000,0.0000000000,0.0992855355,0.0873496234,0.0915038437,0.0967042893,0.2816515863,0.2807085514,0.1689404845,0.1323961169,0.1216826215,0.2026993185,0.1204656288,0.1083156094,0.1873411089,0.1840828806,0.0836101398,0.0748708770,0.0000000000,0.0000000000,0.5159106255,0.4101293385,0.4101218581,0.1181638688,0.0663698167,0.0517777726,0.1529967040,0.1449695230,0.0000804705,-0.0313068517,0.6960407495,-0.0412558764,0.0073489472,0.0377096608,0.0001385802,0.0739952251,0.0375922881,0.0013916242
101:29:42:00.149,61,0.0000000000,0.0700625107,0.1097387373,0.0000000000,0.0000000000,0.0429793335,0.1424275488,0.0000000000,0.0702155083,0.0000000000,0.0002463698,0.0000000000,0.0429606475,0.1424456239,0.1401551664,0.0000000000,0.0273522846,0.2493521571,0.2165827006,0.1443197727,0.3129281700,0.0387618542,0.0000000000,0.0000000000,0.0000000000,0.0997130275,0.0865550712,0.0944391787,0.1013391241,0.2880032957,0.3035683036,0.1697843075,0.1408144832,0.1193689257,0.2024934590,0.1198000386,0.1075400189,0.1917494982,0.1917175353,0.0847730935,0.0769290403,0.0000000000,0.0000000000,0.5250199437,0.4171437323,0.4171223342,0.1165186763,0.0655115619,0.0509319492,0.1526593566,0.1443628967,0.0000894935,-0.0346597321,0.7126459479,-0.0412656590,0.0001504757,0.0428922176,0.0000032276,0.0670253411,0.0427827239,0.0014345199
101:29:42:01.149,61,0.0000000000,0.0850742906,0.1245992631,0.0000000000,0.0000000000,0.0427821651,0.1630199403,0.0000000000,0.0853100345,0.0000000000,0.0147085050,0.0000000000,0.0427637212,0.1630258262,0.1445714831,0.0000000000,0.0275425017,0.2629004717,0.2222360969,0.1467565596,0.3084803224,0.0386513509,0.0000000000,0.0000000000,0.0000000000,0.0996729210,0.0831223503,0.0983864963,0.1050392687,0.2974135876,0.3099961281,0.1703126431,0.1492324769,0.1156131029,0.2005576938,0.1186626107,0.1068693995,0.1974932849,0.1977554262,0.0857994556,0.0783759058,0.0000000000,0.0000000000,0.5296700001,0.4205041826,0.4204759002,0.1142626628,0.0648681819,0.0503291376,0.1527180821,0.1441868246,0.0001122597,-0.0391536318,0.7245367765,-0.0400147773,0.0089828828,0.0521125868,0.0002341152,0.0760962218,0.0519438311,0.0019777650
101:29:42:02.150,61,0.0000000000,0.0974008292,0.1040063426,0.0000000000,0.0000000000,0.0423377715,0.1571843326,0.0000000000,0.0975870043,0.0056237499,0.0000000000,0.0000000000,0.0423196703,0.1571801007,0.1463304907,0.0000000000,0.0276288204,0.2038617879,0.1880971789,0.1481976658,0.3049503565,0.0381472111,0.0000000000,0.0000000000,0.0000000000,0.0993634909,0.0772017986,0.1000784114,0.1067880616,0.3005758226,0.3130131066,0.1695450097,0.1493093669,0.1143497825,0.2006158084,0.1186319664,0.1068909317,0.1996886283,0.2002093643,0.0887575001,0.0818438232,0.0000000000,0.0000000000,0.5313258767,0.4182106256,0.4181389213,0.1137368903,0.0641110837,0.0496964790,0.1527865678,0.1440491825,0.0001370003,-0.0429867506,0.7370127439,-0.0406278893,-0.0034343358,0.0596124493,-0.0001023950,0.0635151193,0.0594787672,0.0018900939
101:29:42:03.150,61,0.0000000000,0.1008145586,0.0827307701,0.0000000000,0.0000000000,0.0419106409,0.1477695107,0.0000000000,0.1009191573,0.0268635433,0.0000000000,0.0000000000,0.0418928750,0.1476932913,0.1473602504,0.0000000000,0.0277181566,0.1889200807,0.1795259863,0.1482338160,0.2957306206,0.0355281159,0.0000000000,0.0000000000,0.0000000000,0.0951079056,0.0656011179,0.1018608809,0.1081315726,0.3020153046,0.3136383593,0.1685173213,0.1489810944,0.1137784794,0.2019164711,0.1201185435,0.1085380167,0.2009393424,0.2016722411,0.0900206044,0.0833524615,0.0000000000,0.0000000000,0.5321473479,0.4145658612,0.4143650532,0.1137841046,0.0635685697,0.0492547601,0.1530763060,0.1440805942,0.0001568645,-0.0438743532,0.7527843714,-0.0398451649,-0.0164048076,0.0616466217,-0.0005058220,0.0505213849,0.0615710095,0.0015561492
